REF_DATE,GEO,Before-tax household income quintile,"Household expenditures, summary-level categories",UOM,COORDINATE,Expense,Family type,Age of older adult,Family income,Income
2014,Province 9,Highest quintile,Food purchased from restaurants,Dollars,C904,4248,Couple families,55 to 64 years,"$10,000 and over",408730
2014,Province 9,Highest quintile,Shelter,Dollars,C905,28806,Couple families,55 to 64 years,"$15,000 and over",405540
2014,Province 9,Highest quintile,Principal accommodation,Dollars,C906,23535,Couple families,55 to 64 years,"$20,000 and over",398700
2014,Province 9,Highest quintile,Rented living quarters,Dollars,C907,1946,Couple families,55 to 64 years,"$25,000 and over",392100
2014,Province 9,Highest quintile,Owned living quarters,Dollars,C908,17382,Couple families,55 to 64 years,"$30,000 and over",384360
2014,Province 9,Highest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C909,4207,Couple families,55 to 64 years,"$35,000 and over",375000
2014,Province 9,Highest quintile,Other accommodation,Dollars,C910,5271,Couple families,55 to 64 years,"$40,000 and over",363710
2014,Province 9,Highest quintile,Household operations,Dollars,C911,6841,Couple families,55 to 64 years,"$45,000 and over",350030
2014,Province 9,Highest quintile,Communications,Dollars,C912,3186,Couple families,55 to 64 years,"$50,000 and over",334860
2014,Province 9,Highest quintile,Household furnishings and equipment,Dollars,C913,3595,Couple families,55 to 64 years,"$60,000 and over",302250
2014,Province 9,Highest quintile,Household furnishings,Dollars,C914,1764,Couple families,55 to 64 years,"$70,000 and over",267830
2014,Province 9,Highest quintile,Household equipment,Dollars,C915,1661,Couple families,55 to 64 years,"$75,000 and over",250350
2014,Province 9,Highest quintile,Household appliances,Dollars,C916,774,Couple families,55 to 64 years,"$80,000 and over",232940
2014,Province 9,Highest quintile,Clothing and accessories,Dollars,C917,7050,Couple families,55 to 64 years,"$90,000 and over",200080
2014,Province 9,Highest quintile,Transportation,Dollars,C918,23223,Couple families,55 to 64 years,Median total income,88030
2014,Province 10,All quintiles,Total expenditure,Dollars,C919,76434,Couple families,Total all ages,All income groups,40570
2014,Province 10,All quintiles,Food purchased from stores,Dollars,C920,6236,Couple families,Total all ages,"Under $10,000",160
2014,Province 10,All quintiles,Food purchased from restaurants,Dollars,C921,2181,Couple families,Total all ages,"$10,000 and over",40410
2014,Province 10,All quintiles,Shelter,Dollars,C922,14481,Couple families,Total all ages,"$15,000 and over",40240
2014,Province 10,All quintiles,Principal accommodation,Dollars,C923,13017,Couple families,Total all ages,"$20,000 and over",39880
2014,Province 10,All quintiles,Rented living quarters,Dollars,C924,2583,Couple families,Total all ages,"$25,000 and over",39460
2014,Province 10,All quintiles,Owned living quarters,Dollars,C925,8061,Couple families,Total all ages,"$30,000 and over",38560
2014,Province 10,All quintiles,"Water, fuel and electricity for principal accommodation",Dollars,C926,2373,Couple families,Total all ages,"$35,000 and over",36850
2014,Province 10,All quintiles,Other accommodation,Dollars,C927,1464,Couple families,Total all ages,"$40,000 and over",35310
2014,Province 10,All quintiles,Household operations,Dollars,C928,4279,Couple families,Total all ages,"$45,000 and over",33720
2014,Province 10,All quintiles,Communications,Dollars,C929,2161,Couple families,Total all ages,"$50,000 and over",31980
2014,Province 10,All quintiles,Household furnishings and equipment,Dollars,C930,2108,Couple families,Total all ages,"$60,000 and over",28090
2014,Province 10,All quintiles,Household furnishings,Dollars,C931,758,Couple families,Total all ages,"$70,000 and over",24240
2014,Province 10,All quintiles,Household equipment,Dollars,C932,1223,Couple families,Total all ages,"$75,000 and over",22430
2014,Province 10,All quintiles,Household appliances,Dollars,C933,422,Couple families,Total all ages,"$80,000 and over",20690
2014,Province 10,All quintiles,Clothing and accessories,Dollars,C934,3058,Couple families,Total all ages,"$90,000 and over",17440
2014,Province 10,All quintiles,Transportation,Dollars,C935,12433,Couple families,Total all ages,Median total income,81260
2014,Province 10,Lowest quintile,Total expenditure,Dollars,C936,32730,Couple families,0 to 24 years,All income groups,700
2014,Province 10,Lowest quintile,Food purchased from stores,Dollars,C937,2941,Couple families,0 to 24 years,"Under $10,000",30
2014,Province 10,Lowest quintile,Food purchased from restaurants,Dollars,C938,959,Couple families,0 to 24 years,"$10,000 and over",670
2014,Province 10,Lowest quintile,Shelter,Dollars,C939,9728,Couple families,0 to 24 years,"$15,000 and over",640
2014,Province 10,Lowest quintile,Principal accommodation,Dollars,C940,9454,Couple families,0 to 24 years,"$20,000 and over",600
2014,Province 10,Lowest quintile,Rented living quarters,Dollars,C941,4479,Couple families,0 to 24 years,"$25,000 and over",530
2014,Province 10,Lowest quintile,Owned living quarters,Dollars,C942,3480,Couple families,0 to 24 years,"$30,000 and over",480
2014,Province 10,Lowest quintile,"Water, fuel and electricity for principal accommodation",Dollars,C943,1494,Couple families,0 to 24 years,"$35,000 and over",430
2014,Province 10,Lowest quintile,Household operations,Dollars,C945,2474,Couple families,0 to 24 years,"$45,000 and over",340
2014,Province 10,Lowest quintile,Communications,Dollars,C946,1360,Couple families,0 to 24 years,"$50,000 and over",280
2014,Province 10,Lowest quintile,Household furnishings and equipment,Dollars,C947,1498,Couple families,0 to 24 years,"$60,000 and over",190
2014,Province 10,Lowest quintile,Household furnishings,Dollars,C948,498,Couple families,0 to 24 years,"$70,000 and over",130
2014,Province 10,Lowest quintile,Household equipment,Dollars,C949,765,Couple families,0 to 24 years,"$75,000 and over",100
2014,Province 10,Lowest quintile,Household appliances,Dollars,C950,219,Couple families,0 to 24 years,"$80,000 and over",70
2014,Province 10,Lowest quintile,Clothing and accessories,Dollars,C951,1397,Couple families,0 to 24 years,"$90,000 and over",50
2014,Province 10,Lowest quintile,Transportation,Dollars,C952,5987,Couple families,0 to 24 years,Median total income,43450
2014,Province 10,Second quintile,Total expenditure,Dollars,C953,46897,Couple families,25 to 34 years,All income groups,5320
2014,Province 10,Second quintile,Food purchased from stores,Dollars,C954,4216,Couple families,25 to 34 years,"Under $10,000",20
2014,Province 10,Second quintile,Food purchased from restaurants,Dollars,C955,1321,Couple families,25 to 34 years,"$10,000 and over",5300
2014,Province 10,Second quintile,Shelter,Dollars,C956,11113,Couple families,25 to 34 years,"$15,000 and over",5280
2014,Province 10,Second quintile,Principal accommodation,Dollars,C957,10489,Couple families,25 to 34 years,"$20,000 and over",5220
2014,Province 10,Second quintile,Rented living quarters,Dollars,C958,3352,Couple families,25 to 34 years,"$25,000 and over",5160
2014,Province 10,Second quintile,Owned living quarters,Dollars,C959,5246,Couple families,25 to 34 years,"$30,000 and over",5090
2014,Province 10,Second quintile,"Water, fuel and electricity for principal accommodation",Dollars,C960,1891,Couple families,25 to 34 years,"$35,000 and over",5000
2014,Province 10,Second quintile,Other accommodation,Dollars,C961,623,Couple families,25 to 34 years,"$40,000 and over",4880
2014,Province 10,Second quintile,Household operations,Dollars,C962,3004,Couple families,25 to 34 years,"$45,000 and over",4710
2014,Province 10,Second quintile,Communications,Dollars,C963,1801,Couple families,25 to 34 years,"$50,000 and over",4500
2014,Province 10,Second quintile,Household furnishings and equipment,Dollars,C964,1328,Couple families,25 to 34 years,"$60,000 and over",3960
2014,Province 10,Second quintile,Household furnishings,Dollars,C965,447,Couple families,25 to 34 years,"$70,000 and over",3330
2014,Province 10,Second quintile,Household equipment,Dollars,C966,820,Couple families,25 to 34 years,"$75,000 and over",3000
2014,Province 10,Second quintile,Household appliances,Dollars,C967,340,Couple families,25 to 34 years,"$80,000 and over",2680
2014,Province 10,Second quintile,Clothing and accessories,Dollars,C968,2042,Couple families,25 to 34 years,"$90,000 and over",2100
2014,Province 10,Second quintile,Transportation,Dollars,C969,7932,Couple families,25 to 34 years,Median total income,80380
2014,Province 10,Third quintile,Total expenditure,Dollars,C970,65294,Couple families,35 to 44 years,All income groups,6540
2014,Province 10,Third quintile,Food purchased from stores,Dollars,C971,6136,Couple families,35 to 44 years,"Under $10,000",30
2014,Province 10,Third quintile,Food purchased from restaurants,Dollars,C972,1933,Couple families,35 to 44 years,"$10,000 and over",6510
2014,Province 10,Third quintile,Shelter,Dollars,C973,12823,Couple families,35 to 44 years,"$15,000 and over",6490
2014,Province 10,Third quintile,Principal accommodation,Dollars,C974,11804,Couple families,35 to 44 years,"$20,000 and over",6460
2014,Province 10,Third quintile,Rented living quarters,Dollars,C975,2497,Couple families,35 to 44 years,"$25,000 and over",6410
2014,Province 10,Third quintile,Owned living quarters,Dollars,C976,7064,Couple families,35 to 44 years,"$30,000 and over",6350
2014,Province 10,Third quintile,"Water, fuel and electricity for principal accommodation",Dollars,C977,2243,Couple families,35 to 44 years,"$35,000 and over",6270
2014,Province 10,Third quintile,Other accommodation,Dollars,C978,1018,Couple families,35 to 44 years,"$40,000 and over",6190
2014,Province 10,Third quintile,Household operations,Dollars,C979,4171,Couple families,35 to 44 years,"$45,000 and over",6060
2014,Province 10,Third quintile,Communications,Dollars,C980,2129,Couple families,35 to 44 years,"$50,000 and over",5900
2014,Province 10,Third quintile,Household furnishings and equipment,Dollars,C981,2390,Couple families,35 to 44 years,"$60,000 and over",5540
2014,Province 10,Third quintile,Household furnishings,Dollars,C982,726,Couple families,35 to 44 years,"$70,000 and over",5070
2014,Province 10,Third quintile,Household equipment,Dollars,C983,1574,Couple families,35 to 44 years,"$75,000 and over",4780
2014,Province 10,Third quintile,Household appliances,Dollars,C984,364,Couple families,35 to 44 years,"$80,000 and over",4510
2014,Province 10,Third quintile,Clothing and accessories,Dollars,C985,2774,Couple families,35 to 44 years,"$90,000 and over",3930
2014,Province 10,Third quintile,Transportation,Dollars,C986,11310,Couple families,35 to 44 years,Median total income,101260
2014,Province 10,Fourth quintile,Total expenditure,Dollars,C987,91796,Couple families,45 to 54 years,All income groups,7210
2014,Province 10,Fourth quintile,Food purchased from stores,Dollars,C988,8765,Couple families,45 to 54 years,"Under $10,000",30
2014,Province 10,Fourth quintile,Food purchased from restaurants,Dollars,C989,2680,Couple families,45 to 54 years,"$10,000 and over",7180
2014,Province 10,Fourth quintile,Shelter,Dollars,C990,16150,Couple families,45 to 54 years,"$15,000 and over",7150
2014,Province 10,Fourth quintile,Principal accommodation,Dollars,C991,14648,Couple families,45 to 54 years,"$20,000 and over",7100
2014,Province 10,Fourth quintile,Rented living quarters,Dollars,C992,1706,Couple families,45 to 54 years,"$25,000 and over",7060
2014,Province 10,Fourth quintile,Owned living quarters,Dollars,C993,10122,Couple families,45 to 54 years,"$30,000 and over",6980
2014,Province 10,Fourth quintile,"Water, fuel and electricity for principal accommodation",Dollars,C994,2820,Couple families,45 to 54 years,"$35,000 and over",6910
2014,Province 10,Fourth quintile,Other accommodation,Dollars,C995,1502,Couple families,45 to 54 years,"$40,000 and over",6820
2014,Province 10,Fourth quintile,Household operations,Dollars,C996,4780,Couple families,45 to 54 years,"$45,000 and over",6700
2014,Province 10,Fourth quintile,Communications,Dollars,C997,2631,Couple families,45 to 54 years,"$50,000 and over",6570
2014,Province 10,Fourth quintile,Household furnishings and equipment,Dollars,C998,2028,Couple families,45 to 54 years,"$60,000 and over",6240
2014,Province 10,Fourth quintile,Household furnishings,Dollars,C999,914,Couple families,45 to 54 years,"$70,000 and over",5730
2014,Province 10,Fourth quintile,Household equipment,Dollars,C1000,1016,Couple families,45 to 54 years,"$75,000 and over",5510
2014,Province 10,Fourth quintile,Household appliances,Dollars,C1001,414,Couple families,45 to 54 years,"$80,000 and over",5250
2014,Province 10,Fourth quintile,Clothing and accessories,Dollars,C1002,3729,Couple families,45 to 54 years,"$90,000 and over",4700
2014,Province 10,Fourth quintile,Transportation,Dollars,C1003,14963,Couple families,45 to 54 years,Median total income,110620
2014,Province 10,Highest quintile,Total expenditure,Dollars,C1004,145098,Couple families,55 to 64 years,All income groups,10140
2014,Province 10,Highest quintile,Food purchased from stores,Dollars,C1005,9104,Couple families,55 to 64 years,"Under $10,000",40
2014,Province 10,Highest quintile,Food purchased from restaurants,Dollars,C1006,4000,Couple families,55 to 64 years,"$10,000 and over",10100
2014,Province 10,Highest quintile,Shelter,Dollars,C1007,22550,Couple families,55 to 64 years,"$15,000 and over",10040
2014,Province 10,Highest quintile,Principal accommodation,Dollars,C1008,18662,Couple families,55 to 64 years,"$20,000 and over",9880
2014,Province 10,Highest quintile,Rented living quarters,Dollars,C1009,890,Couple families,55 to 64 years,"$25,000 and over",9780
